Index,targetWord,Sentence A,Sentence B
3,Hearing loss,"Unilateral cochlear hearing loss is considered as a risk factor for auditory, verbal-communicative, behavioral and academic development. An early diagnosis is therefore necessary.","Sudden sensorineural hearing loss (SSNHL) accompanied by benign paroxysmal positional vertigo (BPPV) is relatively common in the clinic. There are unified standards for the treatment of primary BPPV with good reduction effect, while there are few studies on the treatment of BPPV secondary to SSNHL within 1 week of onset. The study was to investigate the treatment of BPPV secondary to SSNHL and compare its manual reduction with that of primary BPPV. We selected 90 patients with BPPV accompanied by SSNHL within a week of onset and 210 primary BPPV patients at Hebei Provincial Eye Hospital from June 2020 to December 2022. The former group was divided into the medicine group and manual reduction plus medicine group. The medicines used were extract of Ginkgo biloba leaves injection, betahistine hydrochloride injection and oral prednisone. We contrasted the efficacy respectively for posterior semicircular canal BPPV (psc-BPPV), horizontal semicircular canal BPPV (hsc-BPPV) and multiple semicircular canal BPPV (msc-BPPV). In addition, we compared the manual reduction effect for primary BPPV and manual reduction group, and the evaluation of efficacy are the intensity of nystagmus and the clinical symptoms. In the secondary BPPV group, there was no difference in efficacy between the medicine group and manual reduction group at the 7th-day after reduction for psc-BPPV, hsc-BPPV, and msc-BPPV (P > .05). The immediate effect of reduction was significantly different between the primary BPPV group and the group with SSNHL and BPPV for both psc-BPPV and hsc-BPPV (P < .05), and the effect of the primary BPPV group was better, but it was no difference for msc-BPPV (P > .05). For the treatment of BPPV accompanied by SSNHL within 1 week of onset, the additional reduction therapy showed no benefit, so we need to apply medication for SSNHL."
4,Hearing loss,"Some health authorities in the UK are discontinuing hearing screening at school entry, mainly because the pure tone sweep test is under-specific (i.e. fails too many children) and thus leads to unnecessary and costly, but unproductive, follow-up assessment. A screening method with different properties such as a questionnaire could be a more cost-effective method of mass screening children. The MRC Institute of Hearing Research has developed and evaluated through several stages such a screening questionnaire (the Childhood Middle Ear Disease and Hearing Questionnaire (CMEDHQ), containing 11 scored questions under two broad headings: history and presentation of the disease, and consultation/treatment history. In a service-based evaluation, 2860 mainstream reception-year school children from two consecutive years, attending schools in south west Cumbria in the North-West Regional Health Authority received the sweep test and the CMEDHQ. (Although predominantly designed to detect middle ear problems, the questionnaire also has some potential to detect permanent hearing loss; thus providing a useful backstop for detection of permanent losses either missed or not present in earlier infancy.) The screening CMEDHQ obtained a very high response rate (90%). Follow-up included 235 control cases as well as all pure tone sweep test failures. Analysis, by use of a definition of cases conservative with respect to the sensitivity of the questionnaire, showed that the CMEDHQ has better specificity, but slightly lower sensitivity, than the pure tone sweep test for composite system decision (where 'case' = treated at ENT; 'non-case' = pass at whatever stage was reached before discharge). Follow-up indicated that the limited method available for assessing sensitivity might give an over-favourable view of the pure tone sweep test. Possible improvement of questionnaire sensitivity by further refinements is under examination. The findings show that it is worth conducting a fully parallel multi-district cost-effectiveness comparison of the pure tone sweep test versus the CMEDHQ.","Listening to speech is often demanding because of signal degradations and the presence of distracting sounds (i.e., ""noise""). The question how the brain achieves the task of extracting only relevant information from the mixture of sounds reaching the ear (i.e., ""cocktail party problem"") is still open. In analogy to recent findings in vision, we propose cortical alpha (~10 Hz) oscillations measurable using M/EEG as a pivotal mechanism to selectively inhibit the processing of noise to improve auditory selective attention to task-relevant signals. We review initial evidence of enhanced alpha activity in selective listening tasks, suggesting a significant role of alpha-modulated noise suppression in speech. We discuss the importance of dissociating between noise interference in the auditory periphery (i.e., energetic masking) and noise interference with more central cognitive aspects of speech processing (i.e., informational masking). Finally, we point out the adverse effects of age-related hearing loss and/or cognitive decline on auditory selective inhibition. With this perspective article, we set the stage for future studies on the inhibitory role of alpha oscillations for speech processing in challenging listening situations. "
5,Hearing loss,"Selective chemical ablation of the vestibular endorgan using intratympanic gentamicin is an effective and safe treatment for incapacitating vertigo in patients with unilateral Menière's disease. A major risk of the treatment is sensorineural hearing loss. In this retrospective study, two different regimens of intratympanic gentamicin therapy are compared. In one group, multiple daily doses were administered in hospital over 4 consecutive days. The other group received single treatments at weekly intervals on an outpatient basis, following pretreatment audiometric and clinical assessment. We adopted the weekly protocol to theoretically reduce the incidence of treatment-related hearing loss by a more controlled titration of dosing. Preliminary results indicate that the weekly interval treatment offers equivalent efficacy with considerably less risk to hearing.","Susac syndrome is a rare autoimmune endotheliopathy involving the brain, retina, and inner ear. Olfactory dysfunction is a common early manifestation of several central nervous system diseases, including neurodegenerative diseases and autoimmune-mediated diseases such as Multiple Sclerosis. While the literature is abundant about the Susac syndrome classic triad of encephalopathy, branch retinal artery occlusion, and low-frequency sensorineural hearing loss, little is known about the extent of olfactory sense involvement."
6,Hearing loss,"Twenty-four patients with acute low-tone sensorineural hearing loss (ALHL) were examined using electrocochleography. The negative summating potential (SP) amplitude and the summating potential/action potential (AP) ratio were significantly greater in the ALHL patients than in normals. The SP/AP ratio was smaller in the ALHL patients than in patients with known Meniere's disease and moderate hearing loss, although the SP amplitude was somewhat greater in the former. An abnormal increase in the SP amplitude following click stimuli was found in 54% of the ALHL patients, while the SP/AP ratio was increased abnormally in 63% of these patients. These findings suggest that the pathophysiology of ALHL may be similar to that for endolymphatic hydrops.","Tinnitus has been suggested to arise from neuronal hyperactivity in auditory areas of the brain, and anti-epileptic drugs are sometimes used to provide relief from tinnitus. Recently, the anti-epileptic properties of the cannabinoid drugs have gained increasing interest; however, the use of cannabinoids as a form of treatment for tinnitus is controversial. In this study, we tested whether a combination of delta-9-tetrahydrocannabinol (delta-9-THC) and cannabidiol (CBD), delivered in a 1:1 ratio, could affect tinnitus perception in a rat model of acoustic trauma-induced tinnitus. Following sham treatment or acoustic trauma, the animals were divided into the following groups: (1) sham (i.e., no acoustic trauma) with vehicle treatment; (2) sham with drug treatment (i.e., delta-9-THC + CBD); (3) acoustic trauma-exposed exhibiting tinnitus, with drug treatment; and (4) acoustic trauma-exposed exhibiting no tinnitus, with drug treatment. The animals received either the vehicle or the cannabinoid drugs every day, 30 min before the tinnitus behavioral testing. Acoustic trauma caused a significant increase in the auditory brainstem response (ABR) thresholds in the exposed animals, indicating hearing loss; however, there was a partial recovery over 6 months. Acoustic trauma did not always result in tinnitus; however, among those that did exhibit tinnitus, some of them had tinnitus at multiple frequencies while others had it only at a single frequency. The cannabinoids significantly increased the number of tinnitus animals in the exposed-tinnitus group, but not in the sham group. The results suggest that cannabinoids may promote the development of tinnitus, especially when there is pre-existing hearing damage. "
7,Hearing loss,"Twelve adults with unilateral hearing losses were tested to determine interaural attenuation for spondaic words. Low-pass and band-pass filters were used to simulate hearing loss at the normal ear. Results suggest that in deciding on the possibility of cross hearing, the spondee threshold at the test ear should be compared to the most sensitive bone-conduction threshold at the nontest ear, excluding .25 kc/s.",The large conductance Ca(2+)-activated K(+ )channels (BK) expression is decreased in the cochleae of age-related hearing loss (AHL) mice. BK channel may be associated with AHL.
8,Hearing loss,"A 37-year-old man with juvenile and refractory hypertension was admitted to our hospital for progressive left hearing loss, vertigo, and dizziness. Neurological examination revealed left hearing loss and exaggerated deep tendon reflexes and vestibular dysfunction. MRI and cerebral angiography disclosed megadolichobasilar artery (MDBA). Moreover, modified MR cisternography at the medulla disclosed marked compression and deformity of the left rostral ventrolateral medulla (RVLM) by the dolichoectatic right vertebral artery. In the literatures, bulbovascular compression has been reported in 4 among 9 patients with MDBA (including the present patient), for whom MRI of the medulla was presented. All 4 patients suffered from hypertension, and at least 3 of them showed juvenile and refractory hypertension. Ipsilateral pyramidal tract disturbance (Opalski syndrome) was observed in 3 patients. Considering the recent concept that the cardiovascular center can be localized at the RVLM, juvenile and refractory hypertension, and possibly Opalski syndrome in the present patient can be attributed to bulbovascular compression by MDBA. In the patients with MDBA and hypertension or Opalski syndrome, MR cisternography of the medulla is warranted to evaluate compression by MDBA.",The aims of this study were to clarify the clinical value of the bony cochlear nerve canal (BCNC) and internal auditory canal (IAC) in children with bilateral sensorineural hearing loss (b-SNHL) and to reveal the correlation between these parameters and outcomes after cochlear implantation (CI).
9,Hearing loss,"Clinicians have been aware of the problem of post-stapedectomy perilymph fistulas for some time. The existence of non-surgical oval and round window fistulas has been known and was first described in detail by Fee in 1968. This paper concerns a small series of patients with spontaneous and traumatic perilymph fistulas. Five oval window fistulas and one round window fistula are reported. Clinical features, audiometric, radiographic and vestibular findings are discussed. The etiology of traumatic and spontaneous fistulas is not well understood, but seems to bear a relationship to sudden increased in intracranial pressure transmitted to the inner ear through the cochlear aqueduct. Middle ear pressure changes, as seen in acoustic or barotrauma, may also cause these leaks. Indications for surgery and techniques of perilymph fistula identification and repair are discussed in the paper. Surgical correction led to relief of vertigo in 80 percent of patients in this series, and significant hearing improvements were seen in 50 percent of the patients. In evaluating patients with sudden sensori-neural hearing loss, or persistent vestibular symptoms following head or ear trauma, the otologist should keep in mind the possibility of a perilymph fistula and actively investigate these patients. Evidence presented in this paper and in the literature suggest that identification and correction of spontaneous and traumatic perilymph fistulas can lead to resolution of vestibular symptoms and improved hearing in a significant number of patients with these lesions.","A universal programme of newborn/early hearing screening was introduced fifteen years ago in the northern part of Belgium (Flanders) by the Government Health Service 'Kind en Gezin' (Child and Family). Since then, large numbers of hearing-impaired babies have been fitted with conventional hearing aids at a very young age, mostly before the age of 2-3 months. As a result of the early hearing screening programme, the decision to proceed with a cochlear implant is now taken much earlier. Fitting hearing aids in very young children is always part of a continuous diagnostics approach based on cross-checks and a combination of objective and subjective audiometry. It is also a component of a multidisciplinary approach, with parents as the essential party. Fitting hearing aids in very young children cannot be separated from this approach. This article therefore stresses the positive evolution of the last fifteen years in the context of three basic elements for helping young children with hearing loss and their families: diagnostics, fitting hearing aids and treatment. Early screening and the consequent early diagnosis of hearing loss in neonates triggered the transformation of support arrangements for young children with hearing loss and their families."
0,Dyslexia,"If reading disabilities were the result of developmental lags, disabled readers should catch up to their peers in proficiency at maturity. As a test of this hypothesis, current literacy skills were assessed for adults who did, and did not, have childhood reading disabilities. Contrary to the developmental lag hypothesis, most of the former group remained poor readers in adulthood, in many cases reading more than two standard deviations below levels predicted by IQ. Both within and between groups, very similar relationships were observed between reading level and: word recognition; phonic analysis; prose comprehension; reading speed; spelling ability and error types; and tolerance for visual and semantic text transformations. Other purported characteristics of dyslexia differentiated disabled from normal adult readers with only limited success. The results have implications for theoretical, methodological, and practical issues in the study of dyslexia in childhood as well as adulthood.","Poor reading skills of developmental dyslexics persist into adulthood with standard remediation protocols having little effect. Nevertheless, reading improves if readers are induced to read faster. Here we show that this improvement can be enhanced by training. Training follows a multi-session procedure adapted to silent sentence reading, with individually set, increasingly more demanding, time constraints (letter-by-letter masking). In both typical and dyslexic adult readers, reading times are shortened and comprehension improves. After training, the dyslexic readers' performance is similar to that of typical readers; moreover, their connected text reading times and comprehension scores significantly improve in standard reading tests and are retained at 6 months post training. Identical training without time constraints proves ineffective. Our results suggest that fluent reading depends in part on rapid information processing, which then might affect perception, cognitive processing and possibly eye movements. These processes remain malleable in adulthood, even in individuals with developmental dyslexia."
1,Dyslexia,"Research by Evans et al. (Ophthal. Physiol. Opt. 15, 481-487, 1995) has demonstrated a correlation between visual processing and ocular motor factors in people with specific reading difficulties (dyslexia). In addition, research by Wilkins et al. (Ophthal. Physiol. Opt. 14, 365-370, 1994) has shown that some people with dyslexia will benefit from a reduction of perceptual symptoms of discomfort and distortion if they use individually prescribed coloured filters. Three examples of the dyslexic patients who attend at the Institute of Optometry clearly demonstrate the importance of full investigation of ocular function, including the assessment of the effect of colour on visual perception. All three patients presented with similar symptoms of asthenopia when reading. Symptoms were alleviated for the first patient by use of orthoptic treatment of an exotropia with intermittent suppression. With the second patient, ocular motor functions were found to be within acceptable limits and relief of symptoms was obtained by the prescribing of lenses of a specific chromaticity. For the third patient, both orthoptic intervention and the use of specifically tinted lenses were necessary to relieve the visual difficulties that were being experienced. By taking advantage of recent research and developments in optometric instrumentation, it is possible for some of those with dyslexia to receive considerable benefit from optometric intervention.","Developmental dyslexia is a reading disorder often characterized by reduced awareness of speech units. Whether the neural source of this phonological disorder in dyslexic readers results from the malfunctioning of the primary auditory system or damaged feedback communication between higher-order phonological regions (i.e., left inferior frontal regions) and the auditory cortex is still under dispute. Here we recorded magnetoencephalographic (MEG) signals from 20 dyslexic readers and 20 age-matched controls while they were listening to ∼10-s-long spoken sentences. Compared to controls, dyslexic readers had (1) an impaired neural entrainment to speech in the delta band (0.5-1 Hz); (2) a reduced delta synchronization in both the right auditory cortex and the left inferior frontal gyrus; and (3) an impaired feedforward functional coupling between neural oscillations in the right auditory cortex and the left inferior frontal regions. This shows that during speech listening, individuals with developmental dyslexia present reduced neural synchrony to low-frequency speech oscillations in primary auditory regions that hinders higher-order speech processing steps. The present findings, thus, strengthen proposals assuming that improper low-frequency acoustic entrainment affects speech sampling. This low speech-brain synchronization has the strong potential to cause severe consequences for both phonological and reading skills. Interestingly, the reduced speech-brain synchronization in dyslexic readers compared to normal readers (and its higher-order consequences across the speech processing network) appears preserved through the development from childhood to adulthood. Thus, the evaluation of speech-brain synchronization could possibly serve as a diagnostic tool for early detection of children at risk of dyslexia. Hum Brain Mapp 37:2767-2783, 2016. © 2016 Wiley Periodicals, Inc."
2,Dyslexia,"The causes of dyslexia are unknown, but previous studies have suggested an immunological basis in some cases. We hypothesised that maternal antibodies, which cross the placenta and bind to fetal antigens, could be responsible, particularly when the dyslexia recurs in consecutive pregnancies. We injected serum samples from five mothers of two or more children with dyslexia into pregnant mice, and tested the offspring for behavioural abnormalities and cerebellar metabolites by magnetic resonance spectroscopy (MRS). Mice exposed in utero to serum factors from one woman with two dyslexic children, who had also had three spontaneous fetal losses, showed deficits in motor tests which correlated with cerebellar choline (Cho) and creatine (Cr) levels. These preliminary results are consistent with a role for maternal serum factors, probably antibodies, in causing some of the features of dyslexia, and possibly in other neurodevelopmental disorders.",The purpose of the study was to examine the knowledge base of preservice teachers from the USA and the UK of dyslexia as a language-based learning disability. A survey (both US and UK versions) was constructed using current research-based understandings of dyslexia as a language-based learning disability. One hundred and one preservice teachers from the USA and 70 preservice teachers from the UK were administered the survey. Results indicated that participants in the two groups demonstrated some similar accurate knowledge about dyslexia as well as displaying some common misunderstandings about dyslexia. Recommendations concerning preservice teacher preparation and professional development for in-service teachers about dyslexia as well as future research directions are discussed.
3,Dyslexia,"This study examines morphological awareness in developmental dyslexia. While the poor phonological awareness of dyslexic children has been related to their difficulty in handling the alphabetical principle, less is known about their morphological awareness, which also plays an important part in reading development. The aim of this study was to analyze in more detail the implications of the phonological impairments of dyslexics in dealing with larger units of language such as morphemes. First, the performance of dyslexic children in a series of morphological tasks was compared with the performance of children matched on reading-level and chronological age. In all the tasks, the dyslexic group performed below the chronological age control group, suggesting that morphological awareness cannot be developed entirely independently of reading experience and/or phonological skills. Comparisons with the reading-age control group indicated that, while the dyslexic children were poorer in the morphemic segmentation tasks, they performed normally for their reading level in the sentence completion tasks. Furthermore, they produced more derived words in the production task. This suggests that phonological impairments prevent the explicit segmentation of affixes while allowing the development of productive morphological knowledge. A second study compared dyslexic subgroups defined by their degree of phonological impairment. Our results suggest that dyslexics develop a certain type of morphological knowledge which they use as a compensatory reading strategy.","Children with dyslexia and/or specific language impairment have marked deficits in phonological processing, putting them at an increased risk for reading deficits. The current study sought to examine the influence of word-level phonological and lexical characteristics on phonological awareness. Children with dyslexia and/or specific language impairment were tested using a phoneme deletion task in which stimuli differed orthogonally by sound similarity and neighborhood density. Phonological and lexical factors influenced performance differently across groups. Children with dyslexia appeared to have a more immature and aberrant pattern of phonological and lexical influence (e.g., favoring sparse and similar features). Children with SLI performed less well than children who were typically developing, but followed a similar pattern of performance (e.g., favoring dense and dissimilar features). Collectively, our results point to both quantitative and qualitative differences in lexical organization and phonological representations in children with SLI and in children with dyslexia. "
4,Dyslexia,"Eight dyslexic subjects, impaired on a range of tasks requiring phonological processing, were matched for age and general ability with six control subjects. Participants were scanned using positron emission tomography (PET) during three conditions: repeating real words, repeating pseudowords, and rest. In both groups, speech repetition relative to rest elicited widespread bilateral activation in areas associated with auditory processing of speech; there were no significant differences between words and pseudowords. However, irrespective of word type, the dyslexic group showed less activation than the control group in the right superior temporal and right post-central gyri and also in the left cerebellum. Notably, the right anterior superior temporal cortex (Brodmann's area 22 [BA 22]) was less activated in each of the eight dyslexic subjects, compared to each of the six control subjects. This deficit appears to be specific to auditory repetition as it was not detected in a previous study of reading which used the same sets of stimuli (Brunswick, N., McCrory, E., Price, C., Frith, C.D., & Frith, U. [1999]. Explicit and implicit processing of words and pseudowords by adult developmental dyslexics: A search for Wernicke's Wortschatz? Brain, 122, 1901-1917). This implies that the observed neural manifestation of developmental dyslexia is task-specific (i.e., functional rather than structural). Other studies of normal subjects indicate that attending to the phonetic structure of speech leads to a decrease in right-hemisphere processing. Lower right hemisphere activation in the dyslexic group may therefore indicate less processing of non-phonetic aspects of speech, allowing greater salience to be accorded to phonological aspects of attended speech.","Accumulating evidence from both human lesion and functional neuroimaging studies appears to support the hypothesis that the cerebellum contributes to non-motor functions. Along similar lines, cognitive, affective and behavioural changes in psychiatric disorders, such as autism, schizophrenia and dyslexia, have been linked to structural cerebellar abnormalities. The aim of this special issue was to evaluate the current knowledge base after more than 20 years of controversial discussion. The contributions of the special issue cover the most important cognitive domains, i.e., attention, memory and learning, executive control, language and visuospatial function. The available empirical evidence suggests that cognitive changes in patients with cerebellar dysfunction are mild and clearly less severe than the impairments observed after lesions to neocortical areas to which the cerebellum is closely connected via different cerebro-cerebellar loops. Frequently cited early findings, e.g., with respect to a specific cerebellar involvement in attention, have not been replicated or might be confounded by motor or working memory demands of the respective attention task. On the other hand, there is now convincing evidence for a cerebellar involvement in the mediation of a range of cognitive domains, most notably verbal working memory. Verbal working memory problems may partly underlie the compromised performance of cerebellar lesion patients on at least some complex cognitive tasks. Although investigations have moved from anecdotical case reports to hypothesis-driven controlled clinical group studies based on sound methods which are complemented by state-of-the-art functional neuroimaging studies, the empirical evidence available so far does not yet allow a convincing theory of the mechanisms of a cerebellar involvement in cognitive function. Future studies are clearly needed to further elucidate the nature of the processes linked to cerebellar mediation of cognitive processes and their possible link to motor theories of cerebellar function, e.g., its role in prediction and/or timing."
5,Dyslexia,"The authors report findings in a 67-year-old right-handed man who had an ischemic infarct in the territory of the left posterior cerebral artery. The clinical manifestation consisted mainly of total alexia without agraphia. The patient gradually recovered, subsequently showing the syndrome of spelling dyslexia. Cerebral MR-images revealed a circumscript infarction of medial and basal parts of left temporal lobe. In the acute stage [99mTc]HM-PAO SPECT was characterized by a diminished uptake in the definitely infarcted area and hyperfixation in the region of the left forceps major. Because high retention of HM-PAO indicates potentially salvageable tissue after an ischemic event, the depicted area might be correlated with the recovery of function. Thus, the authors' neuroimaging data give further support to the assumption that the left forceps major is a critical area for global alexia, whereas spelling dyslexia is due to involvement of the left medio-basal temporal lobe.","We enrolled pediatric subjects with developmental dyslexia and, as a control group, healthy age- and sex-matched subjects without developmental dyslexia. Thyroid function was evaluated in subjects with developmental dyslexia measuring serum concentrations of thyroid-stimulating hormone (TSH), free triiodothyronine (fT3), and free thyroxine (fT4). Thyroid autoimmunity was evaluated in all subjects measuring antithyroid peroxidase (TPO-Ab) and antithyroglobulin (TG-Ab) antibodies. In subjects with developmental dyslexia, thyroid ultrasonography (US) was also performed."
6,Dyslexia,"A recently introduced optometric technique, colorimetry, enables the perceptual effects of ophthalmic tints to be evaluated subjectively, optimized, and then prescribed in tinted spectacles. The new technique is beneficial in reducing visual stress in patients with dyslexia and migraine. We describe an open trial designed to ascertain: (1) whether the colorimetry assessment, as it is now given, is safe for the investigation of photosensitive patients in optometry clinics where colorimetry equipment is most readily available, but where EEG control is not practical; (2) what proportion of patients with photosensitive epilepsy is likely to benefit to the extent already described in individual cases; (3) whether a tint selected by colorimetry could be shown to reduce the incidence of paroxysmal epileptiform EEG activity in response to flicker and patterns, thereby validating the subjective methods and corroborating the reported seizure reduction. Twenty-four females and nine males (aged 12-43 years) took part. All the patients had suffered visually-provoked seizures, had exhibited a photoparoxysmal response on at least one previous EEG recording, and had received a diagnosis of photosensitive epilepsy. Twenty-two were currently experiencing seizures. A further EEG was recorded in all except seven cases: a routine resting record, followed by hyperventilation. Colorimetry was performed after hyperventilation and before photic stimulation. Twenty-three (70%) reported beneficial effects during colorimetry and were prescribed glasses. There was a preponderance of lenses with a rose or purple colour, in contrast to patients with dyslexia. Seventeen of the 23 patients were available at follow-up, an average of 2.4 years later. Thirteen (57%) reported benefits, and said they were still using the lenses. In six of the 13 the benefits were pronounced, including a reduction of dizziness from fluorescent lighting, elimination of aura when using computer screens etc. Only in three cases was there a reduction in seizures that could reasonably be attributed to the use of lenses; in two of these cases no medications were prescribed, and in the third the medications remained unchanged for four years, two before and two after the introduction of the glasses. In an additional four cases a reduction in seizures was observed but medication had been changed. There was a modest reduction in EEG photosensitivity with the coloured lenses but also to an equivalent or lesser extent with grey in all of the eight patients examined in this way. One patient had seizures during colorimetry, but the seizures were not accompanied by scalp EEG changes.","The current study examined the effect of morphological knowledge on spelling development in Hebrew-speaking schoolchildren, adolescents and adults with dyslexia, compared with typically developing (TD) peers. Participants were 238 Hebrew-speaking readers of five grade levels of whom 139 were TD and 99 had developmental dyslexia (DD). Participants were tested on a function letter spelling task, a phonological awareness task and a morphological awareness task. The overall picture that emerged from the results is that performance on all measures increased with grade level, with TD participants always scoring higher than peers with DD. Moreover, the higher the morphological complexity in spelling and irregularity in noun inflection, the higher the differences between the DD and TD participants. Finally, performance on the morphological awareness task contributed to spelling morphologically more complex spelling items in the TD, but not in the DD group. From clinical and educational perspectives, these results strongly suggest that rigorous morphological instruction is necessary in teaching children and adolescents with dyslexia to identify and use morphological cues in spoken and written Hebrew. Copyright © 2017 John Wiley & Sons, Ltd."
7,Dyslexia,"In tests of her ability to produce written and spoken language, this deep dyslexic patient produced semantic, visual, and derivational errors, including functor substitutions, and exhibited part-of-speech and abstractness effects in oral reading, oral and written naming, and writing to dictation, but not in repetition of single words and copying from memory. This patient therefore provides confirmation of the hypothesis presented in Nolan and Caramazza (1982) that the defining symptoms of deep dyslexia will be observed in responses to any task which requires lexical mediation. The patient's written responses in all tasks but direct copying were characterized by spelling errors which included transpositions, omissions, substitutions, and additions of letters. A model of writing is proposed which explains these errors in terms of a disruption of a phoneme-grapheme conversion process which normally functions to prevent decay of information from a Graphemic Buffer.","As some critics have stated, the term ""developmental dyslexia"" refers to a strictly human disorder, relating to a strictly human capacity - reading - so it cannot be modeled in experimental animals, much less so in lowly rodents. However, two endophenotypes associated with developmental dyslexia are eminently suitable for animal modeling: Cerebral Lateralization, as illustrated by the association between dyslexia and non-righthandedness, and Cerebrocortical Dysfunction, as illustrated by the described abnormal structural anatomy and/or physiology and functional imaging of the dyslexic cerebral cortex. This paper will provide a brief review of these two endophenotypes in human beings with developmental dyslexia and will describe the animal work done in my laboratory and that of others to try to shed light on the etiology of and neural mechanisms underlying developmental dyslexia. Some thought will also be given to future directions of the research."
8,Dyslexia,"We review data from our laboratory related to a view of dyslexia as a biological disorder, or deficit, caused by both structural and functional brain abnormalities. The review is focused on central auditory processing in dyslexia, and the possibility that impairments in the auditory or acoustic features of the phonological code may be at the heart of the impairments seen in dyslexia. Three methodological approaches by which to investigate central auditory processing deficits are outlined: dichotic listening (DL) to consonant-vowel syllables; magnetic resonance imaging (MRI), and the use of event-related potentials (ERPs). Consonant-vowel syllable DL is a technique for probing the functional status of phonological processing areas in the superior temporal gyrus, particularly in the left hemisphere. MRI is a corresponding structural, or morphological, measure of anatomical abnormalities in the same brain region, particularly covering the planum temporale area. The ERP technique, and particularly the mismatch negativity (MMN) component, reveals cortical dysfunctions in sensory processing and memory related to basic acoustic events. For all three approaches, the dyslexic children were seen to differ from their control counterparts, including absence of modulation of the right ear advantage (REA), in DL through shifting of attention, smaller left-sided planum temporale asymmetry, and prolonged latency in the MMN ERP complex, particularly in the time-deviant stimulus condition.","Developmental dyslexia is one of the most common neurobehavioral disorders affecting children, but prevalence data on this condition are poor. The objective of the present study is to determine the prevalence of dyslexia in Italy in an unselected school population, using clearly defined diagnostic criteria and methods."
9,Dyslexia,"For diagnosing dyslexia (Legasthenie) we describe a neurological, psychiatric and psychodiagnostic examination, which was practicable for clinical use. Furthermore we critical new trends in pedagogical and school-ministerial institutions neglecting clinical facts concerning the complexities of causes, primary and secondary symptoms of reading and writing disorders. Finally various scientific efforts are reviewed which aim at gaining more precise knowledge on the correlations between physiological brain processes and the normal or disturbed learning of reading and writing.","In the present study, we used a three-time point longitudinal design to investigate the associations of morphological awareness to word reading and spelling in a small group of those with and without dyslexia taken from a larger sample of 164 Hong Kong Chinese children who remained in a longitudinal study across ages 6, 7 and 8. Among those 164 children, 15 had been diagnosed as having dyslexia by professional psychologists, and 15 other children manifested average reading ability and had been randomly selected from the sample for comparison. All children were administered a battery of tasks including Chinese character recognition, word dictation, morphological awareness, phonological awareness and rapid automatized naming. Multivariate analysis of variance and predictive discriminate analysis were performed to examine whether the dyslexic children showed differences in the cognitive-linguistic tasks in comparison with controls. Results suggested that the dyslexic groups had poorer performance in morphological awareness and RAN across all 3 years. However, phonological awareness was not stable in distinguishing the groups. Findings suggest that morphological awareness is a relatively strong correlate of spelling difficulties in Chinese, but phonological awareness is not. Copyright © 2017 John Wiley & Sons, Ltd."
0,Asperger,"Autism spectrum disorders (ASD) are a heterogeneous group of disorders encompassing Autistic Disorder, Asperger's Disorder, Semantic-Pragmatic disorder and Pervasive Developmental Disorder Not Otherwise Specified. Auditory integration therapy (AIT) was developed as a technique for improving abnormal sound sensitivity in individuals with behavioural disorders including autism. Other sound therapies bearing similarities to AIT include the Tomatis Method and Samonas Sound Therapy.","Although a number of advanced theory of mind tasks have been developed, there is a dearth of information on whether performances on different tasks are associated. The present study examined the performance of 21 children and adolescents with diagnoses of Asperger syndrome (AS) and 20 typically developing controls on three advanced theory of mind tasks: The Eyes Task, the Strange Stories, and the Stories from Everyday Life. The participants in the clinical group demonstrated lower performance than the controls on all the three tasks. The pattern of findings, however, indicates that these tasks may share different information-processing requirements in addition to tapping different mentalizing abilities."
1,Asperger,"Pervasive Developmental Disorder (PDD) is characterized by peculiar psycho-behavioral patterns. Youths with PDD who commit delinquent acts often exhibit strange behavior beyond ordinary comprehension. In order to fully understand and identify PDD it is important to take a comprehensive psychosocial history. Here we report on a 19-year-old delinquent male from a juvenile detention home who was exhibiting PDD. Both the psycho-behavioral patterns of the subject and the dysfunctional family background were key factors in this case. The subject persistently stalked and harassed an elementary school girl despite repeated intervention by police and the girl's parents to stop doing so. This behavior culminated in the subject being arrested and put on probation. While on probation his behavior continued, leading to his arrest and confinement to a correctional facility for juveniles with medical needs. Several features that included sustained impairment in social interaction and repetitive patterns of behavior that are often identified in delinquents with PDD were found to exist in the subject and he was diagnosed with PDD (probably Asperger's disease). The subject presented with a superficial understanding of the consequences his behavior had on others and for himself. Also, impaired family function was found to be a major contributing factor to his delinquency. Together theses factors hindered the subject from acquiring appropriate social skills. The major responsibility for providing care and support of an individual with PDD is within the family. Failure of the family to undertake such responsibilities can lead to ineffective treatment even after a specialist has identified the disorder. Given the slow decline of the nuclear family in Japan, it is important to understand the role of the family in caring for a child with PDD. Also, public recognition of PDD and social support for individuals with the disorder is important.","Autism spectrum disorders (ASD) include Autistic Disorder, Asperger's Disorder and Pervasive Developmental Disorder Not Otherwise Specified (PDD-NOS). Irritability related to ASD has been treated with antipsychotics. Aripiprazole, a third generation atypical antipsychotic, is a relatively new drug that has a unique mechanism of action different from other antipsychotics."
