Index,targetWord,Sentence A,Sentence B,Answer
84,Emotional disorders,"Depressive symptoms are common in the elderly, and depressive illness is the most common of emotional disorders in those of advanced age. This article focuses on the use of antidepressant drugs for the treatment of older depressed patients. To correctly understand the use of antidepressant drugs, it is necessary to first appreciate the medical, neurobiologic, and pharmacologic context within which antidepressant drugs are to be prescribed. Therefore, this article also includes a brief review of the etiology and diagnosis of depression in the elderly.","Emotional competence, emotion regulation, mindfulness and acceptance have all been strongly associated to emotional disorders and psychological well-being in multiple studies. However little research has compared the unique predictive ability of these different constructs. We hypothesised that they will all share a large proportion of common variance and that when compared to the broader constructs emotional competence, emotion regulation and mindfulness, acceptance alone would predict a larger proportion of unique variance METHODS: 228 participants from a community sample completed anonymously measures of anxiety, depression, happiness, acceptance, mindfulness, emotional competence and emotion regulation. We then ran multiple regressions to assess and compare the predictive ability of these different constructs.","- **Label:** Changed

- **Reason:** In Text A, ""emotional disorders"" is used primarily in the context of emphasizing depressive illness as a prevalent mental condition in the elderly, highlighting its clinical treatment with antidepressants. The usage here is narrow and specifically tied to a medical/clinical diagnosis and treatment scenario, focusing on depression. In Text B, ""emotional disorders"" is discussed in a broader, more psychological and holistic context involving concepts like emotional competence, emotion regulation, mindfulness, and acceptance. It encompasses a wider view of mental health, indicating a shift to a focus on a broader range of psychological and emotional well-being issues and their management through various psychological constructs beyond just clinical treatments. Thus, the semantic usage of ""emotional disorders"" has shifted significantly towards a more inclusive and diversified understanding of psychological conditions between the two texts, representing a move from just clinical diagnosis to a broader, integrative perspective on emotional health."
85,Emotional disorders,"The relationship between lesion location and neuropsychiatric sequelae in stroke patients has been extensively studied. Emotional disorders associated with right hemisphere stroke include depression, anxiety, anger, and/or mania. Pharmacotherapy, electroconvulsive therapy, and/or psychotherapy are common treatments for these disorders. This article reviews the clinical presentations of seven right hemisphere stroke patients. The treatment rationale and course of treatment are described for two of these patients. The aims of this paper are to explore the appropriateness of various assessment tools and treatment modalities for stroke patients as well as to demonstrate the techniques of psychotherapy as applied to the two cases featured in this article. Specific factors that may significantly influence treatment outcome, such as lesion location and degree of cognitive impairment, are considered.","Early life experiences and genetic background shape phenotypic variation. Several mouse models based on early treatments have evaluated short- and long-term phenotypic alterations and explored their molecular mechanisms. The instability of maternal cues was used to model human separation anxiety in outbred mice, one of the etiopathogenetic factors that predict panic disorder (PD). Application of the repeated cross-fostering (RCF) protocol to inbred strains (C57 and DBA) allowed us to measure differential responses to the same experimental manipulation. Ultrasounds emitted during isolation indicated that after RCF, pups from both strains lose their ability to be comforted by nest cues, but the frequency modulation of separation calls increased in RCF-C57 and decreased in RCF-DBA mice. No strain-specific difference in olfactory ability explained these responses in RCF-exposed mice. Rather, disruption of the infant-mother bond may differentially affect separation calls in the two strains. Moreover, the RCF-associated increased respiratory response to hypercapnia-an endophenotype of human PD documented among mice outbred strains-was replicated in the C57 strain only. We suggest that RCF-induced instability of the early environment affects emotionality and respiratory physiology differentially, depending on pups' genetic background. These strain-specific responses provide a lead to understand differential vulnerability to emotional disorders.","### Answer:
- Target word: Emotional disorders
- Text A: Discusses the emotional disorders associated with right hemisphere strokes in humans, focusing on clinical manifestations like depression, anxiety, anger, and mania, as well as treatment options like pharmacotherapy, electroconvulsive therapy, and psychotherapy.
- Text B: Describes experiments on mice, focusing on the impact of early environmental instability and genetic factors on the development of emotional disorders like panic disorder. It delves into how different treatments and maternal separation affect mice's emotional responses, highlighting physiological and behavioral impacts.

- Label: Unchanged
- Reason: In both texts, the term ""emotional disorders"" refers to a range of psychological conditions affecting mood and affect, encompassing similar manifestations such as anxiety and problematic emotional responses. Despite differences in subject (humans vs. mice) and focus (clinical treatment vs. experimental manipulation), the underlying concept and categorization of ""emotional disorders"" as perturbations in normal emotional processing remain consistent across both contexts. Thus, the semantic use of ""emotional disorders"" has not undergone significant drift; it maintains a similar general meaning related to psychological health in both texts."
86,Emotional disorders,"Multiple sclerosis (MS) and Parkinson's disease (PD) are relatively common neurological disorders. Both disorders are chronic and progressive, produce varying degrees of physical disability, and result in characteristic neuropathological changes to a variety of subcortical brain structures. Patients with MS or PD also exhibit a higher prevalence of emotional disorders relative to other patient groups with comparable degrees of physical disability. The present review (a) examines specific methodological issues associated with research in this area, (b) describes the range and severity of emotional disorders in MS and PD, and (c) examines both endogenous and reactive explanations to account for the increased prevalence of emotional dysfunction in these two disorders. Suggestions for future research are offered, as well as implications for treatment.",Low recognition and intervention rates of emotional disorders among nonpsychiatric clinical patients are primarily attributable to poor mental health awareness of patients and a paucity of mental health care resources. This study aims to investigate the association of a resource-saving brief web-based emotional-disorder self-screening plus a health self-education program (BWBED-SS + HSE) with improved mental health awareness and service-seeking attitudes among nonpsychiatric clinical patients.,"- Label: Unchanged

- Reason: In both Text A and Text B, the term ""emotional disorders"" consistently refers to mental health conditions characterized by significant disturbances in emotion or mood affecting the individual's well-being. Text A discusses emotional disorders in the context of neurological diseases (MS and PD), highlighting their prevalence and impact, whereas Text B addresses the problem of inadequate recognition and intervention in nonpsychiatric settings. Despite the different contexts of discussion (neurological vs. general healthcare setup), the fundamental meaning and connotation of ""emotional disorders"" remain the same — conditions that disrupt emotional stability and require attention and treatment. Thus, there's no significant semantic drift in the meaning of ""emotional disorders"" between the two time periods evidenced by the texts."
87,Emotional disorders,"Monoamine oxidase is an iron containing enzyme that exists as 2 isozymes, A and B, that have different affinities for various amines as substrates. The activity of monoamine oxidase helps to maintain neuron firing rates throughout the body within homeostatic limits. It does this by metabolizing in the liver bioactive amines absorbed into the bloodstream from food, by metabolizing in the endothelial cells of cerebral vascular microvessels, as part of the blood brain barrier, bioactive amines in the bloodstream, and by metabolizing in the cytoplasm of neurons, molecules of biogenic amine neurotransmitters that are not enclosed in vesicles. Part of the biochemical activity of monoamine oxidase generates hydroxyl radicals, very toxic members of the oxygen free radical group, that may be involved in neurodegenerative disorders such as Parkinson's disease. Inhibiting monoamine oxidase with selegiline (1-deprenyl) seems to have neuroprotective actions but this may be due to inducing the release of neuronal growth factors rather than by preventing the formation of free radicals. Other drugs that inhibit monoamine oxidase are used to treat patients with atypical depression, panic attacks or post traumatic stress syndrome. It is hypothesized that the emotions act as positive or negative reinforcers of behavior patterns that increase the probability of survival of the organism. The original releasing stimuli for the emotions are related to the basic survival reflexes of the hypothalamus but the emotional response can be easily conditioned to formerly neutral stimuli by association. In the absence of the original releasing stimuli, these learned emotions increase the frequency of survival oriented behavior and decrease the frequency of behavior that jeopardizes survival. The emotional disorders are conditions in which the brain's reinforcement system is inoperative, the person loses contact with reality and the person's behavior bears no relationship to survival. Aversive stimulation evokes a negative emotional response that motivates the organism to escape from the aversive stimulation, and to avoid it, and any conditioned stimuli associated it, in the future. When the aversive stimulation and to avoid it, and any conditioned stimuli When the aversive stimulation is inescapable or unavoidable, the organism experiences stress. When the stressful aversive situation is not lethal, survival does not depend on escape but rather on conservation of energy. With repeated exposure, the negative emotional response to the aversive stimulation extinguishes, the organism adapts to the situation and takes on a passive, energy saving behavior pattern.(ABSTRACT TRUNCATED AT 400 WORDS)","The aim of the research is the assessment of the features of the course of endometriosis in women in perimenopause. The exanimated group of patients consisted of 106 women with endometriosis and climacteric syndrome and 64 women with endometriosis without climacteric syndrome. The comparison group consisted of 70 women without endometriosis and symptoms of climacteric syndrome. The age of the examined women was from 39 to 55 years. We analyzed the leading complaints, the menstrual function and the severity of the pain manifestations in the examined patients. The results of the studies have shown that the main manifestations of endometriosis, such as hyperpolimenorrhea and pain syndrome, tend to fade with the onset of climacteric syndrome. The psycho-emotional disorders are on the first place in patients with endometriosis in perimenopause.","###Label: Changed

###Reason:
In Text A, the term ""emotional disorders"" refers to neurological conditions including depression, PTSD, and panic attacks that are intricately tied to neurochemical imbalances and physiological reactions in the brain. The text discusses these conditions in a clinical and biochemical context, eluding to them mostly as neurodegenerative issues that influence behavior related to survival. 

In Text B, ""emotional disorders"" is used to describe the psychological side-effects associated with a physical condition (endometriosis) during a specific life period (perimenopause). The term is rooted more in the psychological and symptomatic expression related to hormonal and life changes rather than biochemical neurodegeneration. 

The usage of ""emotional disorders"" has expanded and shifted from a strictly clinical context dealing with survival and response mechanisms of the brain, as seen in Text A, to encompassing psychological and mood disturbances caused by chronic health conditions and life phases, illustrated in Text B. This indicates a broadening of the term to include a wider variety of mental health issues not strictly tied to neurodegenerative conditions or primary psychiatric disorders but also linked to other health conditions and life events."
88,Emotional disorders,"President Clinton's proposal for a health care system based on managed competition began a dialogue within the mental health community about whether such a system would work in the mental health area. In early March a large coalition representing more than 30 mental health organizations, including advocacy organizations, state systems, professional associations, provider agencies, families, and consumers, formally transmitted to the President's Task Force on National Health Care Reform a document presenting a unified position on how mental health care should be delivered within a reformed health care system. The consensus document, reproduced here, maintains that a full range of services must be available to all children and adults with mental or emotional disorders. The document presents guidelines for containing costs, for standards of delivery for mental health services, and for the role of the states and the federal government within the new health care system.","Neurons are particularly susceptible to energy fluctuations in response to stress. Mitochondrial fission is highly regulated to generate ATP via oxidative phosphorylation; however, the role of a regulator of mitochondrial fission in neuronal energy metabolism and synaptic efficacy under chronic stress remains elusive. Here, we show that chronic stress promotes mitochondrial fission in the medial prefrontal cortex via activating dynamin-related protein 1 (Drp1), resulting in mitochondrial dysfunction in male mice. Both pharmacological inhibition and genetic reduction of Drp1 ameliorates the deficit of excitatory synaptic transmission and stress-related depressive-like behavior. In addition, enhancing Drp1 fission promotes stress susceptibility, which is alleviated by coenzyme Q10, which potentiates mitochondrial ATP production. Together, our findings unmask the role of Drp1-dependent mitochondrial fission in the deficits of neuronal metabolic burden and depressive-like behavior and provides medication basis for metabolism-related emotional disorders.","Label: Changed

Reason: In Text A, the phrase ""emotional disorders"" is used in a broad medical and social context, referring to a range of conditions that affect emotional health and require a comprehensive system of care. The document suggests a systemic approach to mental health services, including standards, cost management, and regulatory roles, implying a collective term encompassing all disorders of emotional nature. In Text B, the focus shifts to a more specific and detailed scientific examination of ""emotional disorders"" within the context of chronic stress affecting neuronal function and mitochondrial activity. Here, ""emotional disorders"" are directly linked to physiological processes and metabolic dysfunction in brain structures that influence mood and behavior significantly. This represents a narrower, more focused usage related to neurological pathways and biochemistry, rather than a broad categorization of mental health issues. Thus, the term has drifted from a general reference to mental health conditions affecting emotional well-being to a specific focus on how biological functions and stress response are integral to these disorders. This shift in focus signifies a semantic evolution towards more specific scientific underpinnings of emotional disorders."
89,Emotional disorders,"Within an interdisciplinary research project, the long-term outcome of children with fetal alcohol syndrome was studied. Methods for the assessment of psychopathology, behavior, and intelligence included psychiatric interviews, behavior checklists for parents and teachers, and intelligence tests. The children were assessed during preschool age, early school age (6 to 12 years), and late school age (> or =13 years). An excess of psychopathology, (including hyperkinetic disorders, emotional disorders, sleep disorders, and abnormal habits and stereotypes) with a strong persistence over time was found. Cognitive functioning was marked by a large proportion of mentally retarded children and also did not change considerably over time. This long-term outcome study reflects the handicapping effects of fetal alcohol syndrome.","Stroke is one of the major causes of disability and mortality worldwide. It is well known that ischemic stroke can cause gray matter injury. However, stroke also elicits profound white matter injury, a risk factor for higher stroke incidence and poor neurological outcomes. The majority of damage caused by stroke is located in subcortical regions and, remarkably, white matter occupies nearly half of the average infarct volume. Indeed, white matter is exquisitely vulnerable to ischemia and is often injured more severely than gray matter. Clinical symptoms related to white matter injury include cognitive dysfunction, emotional disorders, sensorimotor impairments, as well as urinary incontinence and pain, all of which are closely associated with destruction and remodeling of white matter connectivity. White matter injury can be noninvasively detected by MRI, which provides a three-dimensional assessment of its morphology, metabolism, and function. There is an urgent need for novel white matter therapies, as currently available strategies are limited to preclinical animal studies. Optimal protection against ischemic stroke will need to encompass the fortification of both gray and white matter. In this review, we discuss white matter injury after ischemic stroke, focusing on clinical features and tools, such as imaging, manifestation, and potential treatments. We also briefly discuss the pathophysiology of WMI and future research directions.","### Label:
Unchanged

### Reason:
In both Text A (related to fetal alcohol syndrome) and Text B (focusing on stroke), the term ""emotional disorders"" is used to describe a category of psychological afflictions that impact emotional regulation and stability, manifesting as part of broader pathological conditions. In Text A, emotional disorders are listed among various other lasting psychopathologies caused by fetal alcohol syndrome in children. In Text B, emotional disorders are portrayed as clinical symptoms arising from white matter injury due to stroke, affecting emotional functions alongside other neurological impairments. 

The context around the usage of the term in both texts suggests a consistent understanding and application of ""emotional disorders"" as disorders affecting emotional well-being and functioning, though associated with different medical conditions. There's no indication of a change in the semantic meaning of ""emotional disorders"" between the two texts, despite the varied medical contexts. Thus, the term has remained unchanged in meaning across the time span covered by the provided texts."
90,Emotional disorders,"Long-term home oxygen therapy (LTOT) improves survival of hypoxic patients with chronic respiratory insufficiency. However, the health-related quality of life (HRQL) of these patients, when LTOT is initiated, is severely impaired. The present study aims to describe the health-related quality of life (HRQL) of patients under LTOT, assessed at home, to identify parameters relevant to HRQL, and to describe changes over a 1-yr period. Seventy-nine patients (aged 68 +/- 11 years, under LTOT for 34 +/- 24 months) underwent pulmonary function testing, measurement of average daily distance walked, SaO2, dyspnoea scores (Borg scale and oxygen-cost diagram), and Hospital Anxiety and Depression scores. After 1 yr, measurements were repeated, and HRQL was measured with the St George Respiratory Questionnaire (SGRQ). Forced expiratory volume in 1 s (FEV1% of predicted) was 36 +/- 19; SaO2 (room air) was 87 +/- 5%, daily distance walked was 1202 +/- 1140 m; 21% suffered from anxiety and 27% from depression. After 1 yr, pulmonary function tests, dyspnoea or prevalence of anxiety or depression were unchanged. Mortality was high (31% 1-yr mortality). Daily distance walked (rho = -0.55, P = 0.01 vs. SGRQ) and number of days spent in hospital (rho = 0.5, P = 0.01 vs. SGRQ) were the parameters with the highest correlation with HRQL scores. Quality of life was poor in these patients, with high rates of emotional disorders. Restoring and maintaining sufficient exercise capacity for everyday life activities through outpatient rehabilitation programmes and support for emotional disturbances should be major goals in the care of these patients.","Given the equivocal state of the literature as to the symptom-level specificity of the cognitive variable labeled negative problem orientation (NPO), we targeted NPO-symptom relations. A clinical sample (N = 132) of adults diagnosed with an anxiety disorder, mood disorder, or obsessive-compulsive disorder completed self-reports of NPO and symptom types (worry, depression, obsessive-compulsive, panic, and social anxiety). Symptom-level specificity was examined using a combination of zero-order and regression analyses that controlled for the other assessed symptoms. Results were that NPO shared small to moderate correlations with the symptoms. Regression results indicated that NPO only shared unique associations with worry, depression, and social anxiety. In the analyses, NPO clustered particularly strongly with worry. The present results provide support for conceptualizing NPO as a cognitive variable common to emotional disorders, but not as related equivalently to all disorders within this category.","### Label: Unchanged

### Reason:
In both Text A and Text B, the target word ""emotional disorders"" refers to a range of mental health conditions that affect mood, anxiety, and overall emotional stability. Text A specifically mentions anxiety and depression as examples of emotional disorders affecting the quality of life of patients undergoing long-term oxygen therapy. In Text B, the term encompasses a broader range of conditions including worry, depression, obsessive-compulsive disorder, panic, and social anxiety, and is used in a clinical study context to explore correlations and specificity with a cognitive variable.

Despite the different contexts (medical treatment in Text A and psychological research in Text B), the core significance of ""emotional disorders"" as pertaining to various conditions that impact mental and emotional health remains consistent. Thus, the meaning of ""emotional disorders"" between the two texts remains essentially unchanged, continuing to describe conditions characterized by significant disruptions to emotional and psychological well-being."
91,Emotional disorders,"Brief psychotherapy has demonstrated its effectiveness in treating emotional disorders and helping with problems that typically present to primary care physicians. Because practitioners receive little instruction about this treatment option and often have erroneous preconceived ideas about it, psychotherapy remains underprescribed. Effective brief therapy enables the patient to problem-solve, facilitates the relationship with the provider, and ultimately clarifies the patient's situation. Referral of appropriate patients for psychotherapy will enhance the effectiveness of the doctor in primary care.","Several studies have reported high rates of alexithymia in drug-dependent individuals, but supporting evidence attests association between alexithymia and a variety of psychiatric disorders, raising doubts about its specificity. Moreover, controversies are emerging about alexithymia assessment: self-report measures present shortcomings with respect to discriminant validity and reliability. As regards treatment for substance use disorders (SUDs), alexithymia has been linked to poorer outcomes, but the results are inconsistent. The aim of the present study is to investigate alexithymia in substance-dependent young adults by examining: (a) the specificity of alexithymia in drug-dependent inpatients, compared to healthy individuals and patients with psychiatric disorders (behavioral and emotional disorders) and (b) the predictivity of alexithymia in determining treatment outcomes in terms of relapses, drop-outs from treatment and the rate of relapse per month of treatment. Two studies were conducted to fulfill these aims: Study 1 and Study 2. Study 1 involved 90 late adolescents, aged 17-21. To fulfill the first aim, 30 inpatients diagnosed with SUD were compared with 30 healthy controls and 30 individuals referred to an outpatient neuropsychiatric unit (a). The participants completed the Toronto Alexithymia Scale-20 (TAS-20) and the Symptom Checklist-90-Revised (SCL-90-R). The results indicated that both clinical groups reported higher TAS-20 scores than the non-clinical subjects, but they did not differ from each other (a); moreover, a large correlation was detected between alexithymia and depressive symptoms, as assessed by the SCL-90-R. Study 2 involved 55 inpatients with SUD recruited in a therapeutic community. The participants completed the TAS-20, and clinicians filled out the Observer Alexithymia Scale (OAS). No association was found between self-report and observational measures. Neither self-reported nor observed alexithymia predicted the number of relapses, drop-out from treatment, or the rate of relapses per month of treatment (b). When the interaction with gender was explored, the global score of alexithymia and the ""Distant"" OAS subscale predicted the number rate relapses only in males. The TAS-20 did not discriminate between the clinical groups. The limited ability of both observed and self-reported measures in predicting treatment outcome raises questions on the specificity of alexithymia among the substance-dependent inpatient population.","- Label: Unchanged

- Reason: Both texts address ""emotional disorders"" within the context of psychological and psychiatric frameworks. Text A discusses the effectiveness of brief psychotherapy in treating emotional disorders, emphasizing their presence in a primary care context and the role of psychotherapy in managing them. Text B deals with the study of alexithymia in drug-dependent patients and its association with various psychiatric disorders including emotional disorders. In both contexts, ""emotional disorders"" refer to psychological conditions that affect emotions, suggesting a consistent meaning across both texts despite the different angles of psychiatric examination. Thus, the term has not undergone significant semantic drift and maintains a similar connotation related to mental health disorders affecting emotions."
92,Emotional disorders,"Some Soviet therapists admit the role of latent (that is, sexual) conflicts and childhood experiences in the origin of emotional disorders. They also attempt to utilize the influence of the social environment in the ""readaptation"" of neurotics. However, these attempts are limited by certain ideological as well as practical restrictions.","This paper reviews the development and initial trial of a treatment for adolescents that targets negative emotionality and associated psychological difficulties, particularly anxiety and depressive disorders, as a more singular entity by utilizing an approach rooted in both emotion science and theory. The rationale for such an approach is based upon the perceived need for novel treatment approaches that target commonalities in emotional disorder symptom presentation and their intervention. Utilizing the Unified Protocol for the Treatment of Emotional Disorders originally developed for adults (Barlow, Allen & Choate, 2004), we conducted a multiple-baseline design study of a slightly modified version of this protocol with three adolescents presenting an array of anxiety and depression symptoms. Adolescent participants in this preliminary investigation evidenced symptom reductions across disorders at post-treatment, with greater improvements noted at a six-month follow-up. Based on these findings and research regarding the association between emotion science and developmental psychopathology, we detail a more extensive set of modifications to the protocol, undertaken in preparation for a subsequent open-trial investigation of the revised treatment.","- Label: Changed

- Reason:
In Text A, the term ""emotional disorders"" is used in a broad context, likely referring to a range of mental health issues primarily treated by recognizing the role of psychological conflicts and social environment factors. The narrative shows an understanding of emotional disorders influenced by socio-cultural elements, with a suggestion of a generic approach to managing symptoms using societal influences for readaptation.

In Text B, the usage of ""emotional disorders"" shifts to a more scientific and targeted approach in the context of treatment. It specifically discusses a unified protocol designed to address emotional disorders in adolescents, focusing on commonalities across various symptoms of emotional conditions like anxiety and depression. This text illustrates a modern, structured, and research-informed approach explicitly directing toward treatment aspects based on emotional science, which marks a shift from generalized societal-based management to individualized and protocol-driven clinical interventions.

Thus, the meaning of ""emotional disorders"" has drifted from a broad, somewhat vague, concept prone to societal and psychological interpretations in Text A, to a more defined, clinically addressed category directly relevant to specific therapeutic frameworks in Text B. This change in connotation shows a transition towards an evidence-based, medicalized viewpoint in managing and understanding emotional disorders."
93,Emotional disorders,"Behavioral impairments in parkinsonian patients include agitation, hypersexuality, stereotypic movement, pathological gambling, abuse of antiparkinsonian drugs, REM sleep behavioral disorder, and restless legs syndrome. Dementia, psychoses, and emotional disorders, such as depression and anxiety/panic disorder, also impair behavior. Symptoms may be produced by dysfunction of the central nervous system, medication, and/or the psychosocial problems associated with Parkinson's disease. Treatment therefore should be based on the cause of the symptoms seen. In some cases, the reduction or change of antiparkinsonian drugs, or both, may be effective. Treatment of the motor symptoms of Parkinson's disease, including motor fluctuations, may reduce the risk of panic attacks being evoked in the 'off' period. Use of antidepressants, sedatives, and neuroleptics may often be effective. Physicians should identify the causes of the symptoms of behavioral impairment and select appropriate treatments.","Group psychodrama for children is one of the methods of group therapy in treatment of many behavioral and emotional disorders of children. However, it has been used very few in hospital settings. So, in this study, the group psychodrama was applied to evaluate its effectiveness for.","- Label: Unchanged
- Reason: In both Text A and Text B, the term ""emotional disorders"" is consistently used to describe a class or category of mental health issues that include conditions like depression and anxiety. Text A discusses emotional disorders within the context of Parkinson’s disease, emphasizing their impact on behavior and treatment approaches. Text B discusses emotional disorders in children, exploring a specific therapy method (group psychodrama) but essentially focusing on treatment for similar mental health conditions. In both cases, ""emotional disorders"" refers broadly to psychological conditions that affect emotions and behaviors, and there is no significant change in the use of the term or its connotation between the two texts."
94,Emotional disorders,"The correlation between scores on two new anxiety questionnaires for children (ns = 54 boys, 54 girls), the Screen for Child Anxiety Related Emotional Disorders and the Multidimensional Anxiety Scale for Children was .72, with values for subtests ranging between .35 and .63.","Attentional networks and their interactions have been extensively studied through the Attentional Network Test for Interaction (ANTI). This task combines a spatial cueing paradigm with a flanker procedure and examines the efficiency and the interactions among the attentional networks (Alerting, Orienting and Executive control). However, the ANTI did not consider the effect of emotions on the attentional systems, although many studies have shown a relationship between emotion and Executive system. This study aims to analyze the executive system in an emotional context. We used a version of ANTI with arrows (ANTI-A) and an ANTI-Emotion (ANTI-E), where the arrows in the flanker task were replaced with neutral and threatening faces. One hundred and thirty-four university students performed both an ANTI-A and an ANTI-E. Results confirmed all the main effects and interactions for both the types of ANTI. Furthermore, the ANTI-E showed that the executive control of the conflict was harder when the target was neutral rather than when it was threatening. This difficulty in solving the flanker task could be due to the effect of distractors with a threatening valence. The ANTI-E could be allowed to verify how much attentional bias that characterizes people with emotional disorders (e.g., anxiety) may depend on altered executive control of the emotional conflict.","###Answer:
- **Label:** Unchanged

- **Reason:** In both Text A and Text B, the usage of the term ""emotional disorders"" appears to remain in the domain of psychological and behavioral analyses. Text A deals directly with emotional disorders by measuring anxiety in children through specially designed questionnaires, while Text B touches on the effect of emotions, specifically those related to emotional disorders such as anxiety, on cognitive functions like executive control. The core context of relating to emotional and cognitive reactions remains consistent across both texts, thus demonstrating that the term ""emotional disorders"" has not undergone significant semantic drift and remains centered around psychological and emotional health concerns."
95,Emotional disorders,"Description of the intervention of psychiatrists with HIV positive hospitalized patients. An analysis of 26 cases over a six-months period. Attention is drawn on the following characteristics: 1) limited extend of the psychiatrist's intervention when the medical team is organized as to allow the patient's psychological support (psychologists participating to the ""staff"", supervision by an independent psychiatrist); 2) specificity of the psychiatrist's intervention in such a context, which relate to: a) the differential diagnosis between psycho-organic syndromes and major emotional disorders, b) in difficult cases, the definition of the therapeutical scope; 3) necessary search for a more adapted support of male patients admitted for psychosocial reasons and especially for addicted patients.","The current study investigates the feasibility and preliminary outcomes associated with a transdiagnostic emotion-focused group protocol for the treatment of anxiety disorders and depressive symptoms in youth. Twenty-two children (ages 7 to 12; M=9.79) with a principal anxiety disorder and varying levels of comorbid depressive symptoms were enrolled in an open trial of the Emotion Detectives Treatment Protocol (EDTP; Ehrenreich-May & Bilek, 2009), an intervention adapted from existent unified protocols for the treatment of emotional disorders among adults and adolescents. Results indicate that participants experienced significant improvements in clinician-rated severity of principal anxiety disorder diagnoses (d=1.38), the sum of all anxiety and depressive disorder severity ratings (d=1.07), and child-reported anxiety (d=0.47) and parent-reported depressive symptoms (d=0.54) at the posttreatment assessment. EDTP had good retention rates and reports of high satisfaction. Thus, preliminary evidence suggests that EDTP is a feasible and potentially efficacious treatment of youth anxiety disorders and co-occurring depressive symptoms. Children experiencing a range of internalizing symptoms may benefit from this more generalized, emotion-focused treatment modality, as it offers flexibility to families and the mental health clinician, while maintaining a concurrent focus on the provision of cognitive-behavioral treatment skills vital to the amelioration of anxiety and depressive disorder symptoms in youth.","###Label: Unchanged

###Reason:
In both Text A and Text B, the term ""emotional disorders"" is used to describe conditions affecting the psychological health of individuals. Text A focuses on the differentiation and management of emotional disorders among hospitalized HIV patients by psychiatrists, while Text B examines the treatment of emotional disorders, specifically anxiety and depression, in children through a specific group protocol. In both instances, the term refers to psychological disturbances or illnesses that are manifested by emotional symptoms and may necessitate intervention or therapy. Thus, there is no significant semantic drift in the usage of the term ""emotional disorders"" between the two time periods reviewed, as it consistently represents conditions that impact emotional health and require psychological management."
96,Emotional disorders,"In a study of differential validity, three diagnostic groups based on ICD-10 criteria were compared, namely children with emotional disorders, children with conduct disorders, and children with mixed disorders of conduct and emotions. The patients were taken from a consecutive series of child and adolescent psychiatric service attenders from 1988 to 1992 and represented the total entire subgroups of patients with the respective diagnoses. Based on standardized item sheets that were filled out by the clinicians who were responsible for the respective cases, the groups were compared with regard to age, sex ratio, family background, premorbid behavioral abnormalities, abnormal psychosocial situations, and treatment. It was found that children with mixed disorders of conduct and emotions share many characteristics with pure conduct disordered children. It is concluded that the former group is a subgroup of the latter, and there is little evidence in this study supporting the validity of a separate category of mixed disorders of conduct and emotions.","Metacognitive Therapy (MCT) is a recent treatment with established efficacy in mental health settings. MCT is grounded in the Self-Regulatory Executive Function (S-REF) model of emotional disorders and treats a negative perseverative style of thinking called the cognitive attentional syndrome (CAS), thought to maintain psychological disorders, such as anxiety and depression. The evaluation of effective psychological therapies for anxiety and depression in chronic physical illness is a priority and research in this area depends on the suitability and validity of measures assessing key psychological constructs. The present study examined the psychometric performance of a ten-item scale measuring the CAS, the CAS-1R, in a sample of cardiac rehabilitation patients experiencing mild to severe symptoms of anxiety and/or depression (","- Label: Changed

- Reason: In Text A (from the earlier period), the term ""emotional disorders"" predominantly refers to specific diagnostic categories within child and adolescent psychiatry, focusing largely on behavioral and psychosocial factors manifesting as emotional disorders. It is mentioned in the context of diagnostic validity and comparison among different mental health disorders in children based on observed behaviors and familial background. 

  In Text B (from the later period), ""emotional disorders"" is used in a broader and more integrative psychological and neurobiological framework, specifically related to the Self-Regulatory Executive Function model. Here, emotional disorders are discussed in relation to cognitive processes, particularly the 'cognitive attentional syndrome' which is a pattern of negative, perseverative thinking contributing to the maintenance of these disorders. The focus is more on the internal cognitive mechanisms and their treatment through Metacognitive Therapy, rather than just the external behavioral manifestations and diagnostic categories.

  This shift from a more behaviorally oriented understanding to a cognitive and metacognitive perspective indicates a significant semantic drift in the understanding and application of the term ""emotional disorders"" over time."
